county_code,district_code,school_code,filler,test_year,subgroup_id,test_type,total_caaspp_enrollment,total_tested_at_entity_level,total_tested_at_subgroup_level,grade,test_id,caaspp_reported_enrollment,students_tested,percent_tested,mean_scale_score,percentage_standard_exceeded,percentage_standard_met,percentage_standard_met_and_above,percentage_standard_nearly_met,percentage_standard_not_met,students_with_scores,area_1_percentage_above_standard,area_1_percentage_at_or_near_standard,area_1_percentage_below_standard,area_2_percentage_above_standard,area_2_percentage_at_or_near_standard,area_2_percentage_below_standard,area_3_percentage_above_standard,area_3_percentage_at_or_near_standard,area_3_percentage_below_standard,area_4_percentage_above_standard,area_4_percentage_at_or_near_standard,area_4_percentage_below_standard,state_id
1,"","",,2015,121,B,134777,130909,14785,4,1,17437,1506,8.6,2405.0,9,14,23,20,57,1505,8,35,56,9,39,52,8,55,37,9,45,41,01000000000000
1,"","",,2015,121,B,134777,130909,14785,4,2,17437,1525,8.7,2424.7,6,16,22,32,46,1524,12,24,63,10,40,50,10,36,54,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,5,2,17365,1450,8.4,2457.5,12,12,24,23,53,1449,17,22,61,11,32,57,11,38,50,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,5,1,17365,1430,8.2,2454.6,11,20,32,19,49,1430,13,34,53,15,38,47,10,55,35,19,52,29,01000000000000
1,"","",,2015,121,B,134777,130909,14785,6,1,17089,1641,9.6,2471.2,7,19,26,28,45,1636,9,38,53,12,38,49,8,60,31,13,58,29,01000000000000
1,"","",,2015,121,B,134777,130909,14785,6,2,17089,1679,9.8,2461.9,9,10,19,29,52,1677,11,26,63,8,39,53,9,45,46,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,7,2,16462,2516,15.3,2494.4,12,14,26,26,48,2512,16,28,55,13,43,44,14,63,23,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,7,1,16462,2474,15.0,2506.5,8,25,33,24,43,2471,12,38,49,19,43,38,10,57,32,16,50,33,01000000000000
1,"","",,2015,121,B,134777,130909,14785,8,1,16509,2236,13.5,2524.0,8,24,33,29,39,2235,16,40,43,16,44,39,9,58,32,16,52,31,01000000000000
1,"","",,2015,121,B,134777,130909,14785,8,2,16509,2310,14.0,2501.8,12,12,24,22,54,2308,16,26,58,13,46,41,13,47,40,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,11,2,15793,1403,8.9,2522.9,9,12,21,18,60,1398,15,22,61,9,43,46,12,51,37,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,11,1,15793,1362,8.6,2546.4,14,26,40,26,34,1356,21,46,32,19,39,38,11,55,31,22,49,26,01000000000000
1,"","",,2015,121,B,134777,130909,14785,13,1,118342,12119,10.2,"",9,21,30,25,45,12100,13,38,49,14,40,44,9,56,34,15,50,34,01000000000000
1,"","",,2015,121,B,134777,130909,14785,13,2,118342,12374,10.5,"",10,13,23,25,51,12358,15,26,59,11,41,48,12,49,39,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,3,1,17687,1490,8.4,2344.0,6,10,16,18,65,1488,7,27,66,7,26,66,7,44,49,8,36,56,01000000000000
1,"","",,2015,128,B,134777,130909,12471,3,2,17687,1493,8.4,2358.2,7,12,19,21,60,1490,12,22,66,11,29,60,9,44,46,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,4,1,17437,1671,9.6,2376.8,7,8,15,14,72,1671,7,25,67,5,27,67,7,46,47,6,34,56,01000000000000
1,"","",,2015,128,B,134777,130909,12471,4,2,17437,1664,9.5,2397.7,6,10,16,25,60,1663,10,17,73,7,29,63,8,27,65,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,5,2,17365,1636,9.4,2418.0,6,8,13,16,70,1633,8,16,76,6,21,73,6,29,65,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,5,1,17365,1646,9.5,2407.7,4,11,15,14,71,1644,7,23,70,6,24,70,5,44,51,8,43,48,01000000000000
1,"","",,2015,128,B,134777,130909,12471,6,1,17089,1541,9.0,2424.4,3,8,11,20,69,1536,4,24,71,4,26,69,4,46,49,6,47,46,01000000000000
1,"","",,2015,128,B,134777,130909,12471,6,2,17089,1561,9.1,2408.6,4,6,10,16,74,1555,6,14,79,4,24,72,4,32,63,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,7,2,16462,1550,9.4,2422.2,4,6,9,16,74,1549,5,15,79,5,28,67,4,57,38,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,7,1,16462,1527,9.3,2444.3,2,9,12,17,71,1522,4,23,71,5,27,66,3,42,53,5,38,55,01000000000000
1,"","",,2015,128,B,134777,130909,12471,8,1,16509,1419,8.6,2461.6,2,10,11,23,66,1417,5,28,66,4,28,66,3,45,51,4,44,51,01000000000000
1,"","",,2015,128,B,134777,130909,12471,8,2,16509,1407,8.5,2429.6,3,5,8,13,79,1405,4,14,81,3,34,62,3,34,63,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,11,1,15793,1065,6.7,2486.6,4,13,18,26,55,1054,8,41,48,6,31,60,4,46,47,8,50,40,01000000000000
1,"","",,2015,128,B,134777,130909,12471,11,2,15793,1063,6.7,2453.2,2,5,6,10,83,1057,4,12,83,3,33,64,3,46,51,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,13,2,118342,10374,8.8,"",5,7,12,17,71,10352,7,16,76,6,28,66,5,38,56,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,13,1,118342,10359,8.8,"",4,10,14,18,67,10332,6,27,67,5,27,67,5,45,50,6,41,51,01000000000000
1,"","",,2015,142,B,134777,130909,20808,3,2,17687,5100,28.8,2395.8,11,18,28,27,45,5098,18,30,52,14,40,46,14,55,31,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,3,1,17687,5090,28.8,2370.1,10,12,22,25,53,5089,10,33,56,10,36,53,8,56,36,10,45,45,01000000000000
1,"","",,2015,142,B,134777,130909,20808,4,1,17437,3651,20.9,2382.6,3,8,11,19,70,3650,3,30,67,4,35,62,3,54,43,4,40,51,01000000000000
1,"","",,2015,142,B,134777,130909,20808,4,2,17437,3683,21.1,2411.4,4,10,14,34,52,3681,7,23,70,5,37,58,6,34,60,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,5,2,17365,2863,16.5,2428.4,4,7,11,22,67,2863,7,20,73,4,24,72,3,33,63,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,5,1,17365,2852,16.4,2417.2,2,12,14,20,66,2850,4,28,69,5,33,62,3,51,46,7,51,42,01000000000000
1,"","",,2015,142,B,134777,130909,20808,6,1,17089,2280,13.3,2429.7,1,8,9,25,67,2274,1,26,72,2,30,67,2,52,45,4,52,44,01000000000000
1,"","",,2015,142,B,134777,130909,20808,6,2,17089,2314,13.5,2424.7,2,5,8,21,71,2309,4,16,79,2,30,67,2,40,58,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,7,2,16462,1907,11.6,2436.2,2,6,8,21,71,1906,5,17,77,3,32,65,3,63,33,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,7,1,16462,1890,11.5,2443.7,1,7,7,21,71,1890,1,20,77,3,33,63,1,45,53,4,42,53,01000000000000
1,"","",,2015,142,B,134777,130909,20808,8,1,16509,1648,10.0,2460.5,1,8,8,25,67,1648,2,26,71,3,32,64,1,43,55,3,43,53,01000000000000
1,"","",,2015,142,B,134777,130909,20808,8,2,16509,1675,10.1,2449.3,4,5,9,16,74,1672,7,17,76,4,35,61,5,48,47,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,11,2,15793,1257,8.0,2472.1,4,7,11,12,77,1255,7,16,76,5,32,62,5,55,40,0,0,0,01000000000000
1,"","",,2015,142,B,134777,130909,20808,11,1,15793,1256,8.0,2476.5,2,10,13,28,59,1249,3,39,57,5,33,59,2,45,52,7,50,41,01000000000000
1,"","",,2015,142,B,134777,130909,20808,13,1,118342,18667,15.8,"",4,10,14,23,64,18650,5,29,66,5,34,60,4,51,44,6,46,47,01000000000000
1,"","",,2015,142,B,134777,130909,20808,13,2,118342,18799,15.9,"",5,10,15,24,60,18784,9,22,68,7,34,59,7,46,47,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,3,1,17687,785,4.4,2441.7,33,22,55,23,21,784,34,41,24,31,42,26,28,58,14,27,51,21,01000000000000
1,"","",,2015,144,B,134777,130909,5217,3,2,17687,795,4.5,2453.5,31,30,61,19,19,793,43,31,25,38,43,19,35,47,17,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,4,1,17437,761,4.4,2487.6,35,24,59,19,23,760,33,44,23,30,48,21,26,61,13,28,50,17,01000000000000
1,"","",,2015,144,B,134777,130909,5217,4,2,17437,760,4.4,2496.3,28,30,57,27,16,760,42,31,27,34,44,22,35,43,23,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,5,2,17365,802,4.6,2533.5,36,20,56,22,22,802,42,28,30,34,40,26,33,44,24,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,5,1,17365,793,4.6,2534.0,35,30,65,16,19,793,37,40,23,43,36,21,25,63,12,45,44,11,01000000000000
1,"","",,2015,144,B,134777,130909,5217,6,1,17089,700,4.1,2542.9,24,33,57,23,20,700,27,47,26,34,43,23,20,67,13,34,52,13,01000000000000
1,"","",,2015,144,B,134777,130909,5217,6,2,17089,706,4.1,2538.1,26,22,48,28,24,705,31,34,34,27,46,27,26,49,24,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,7,2,16462,616,3.7,2561.8,30,23,53,23,24,616,38,31,30,34,44,23,31,55,14,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,7,1,16462,600,3.6,2571.9,25,38,63,17,20,600,31,45,24,41,41,19,24,61,14,33,49,18,01000000000000
1,"","",,2015,144,B,134777,130909,5217,8,1,16509,615,3.7,2586.5,23,38,61,18,20,614,35,40,24,37,41,22,23,60,16,35,47,18,01000000000000
1,"","",,2015,144,B,134777,130909,5217,8,2,16509,627,3.8,2573.3,29,21,50,19,31,627,35,32,33,33,46,22,29,48,23,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,11,1,15793,375,2.4,2620.6,35,31,66,17,17,373,43,43,13,41,37,19,30,53,15,43,42,13,01000000000000
1,"","",,2015,144,B,134777,130909,5217,11,2,15793,370,2.3,2598.3,19,24,43,25,32,369,30,34,36,24,45,30,21,57,22,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,13,2,118342,4676,4.0,"",29,25,54,23,23,4672,38,31,30,33,44,24,31,48,21,0,0,0,01000000000000
1,"","",,2015,144,B,134777,130909,5217,13,1,118342,4629,3.9,"",30,30,60,19,20,4624,34,43,23,36,41,22,25,61,14,34,48,16,01000000000000
1,"","",,2015,160,B,134777,130909,21941,3,2,17687,5297,29.9,2396.4,11,18,29,27,45,5295,18,30,52,14,39,46,14,55,31,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,3,1,17687,5195,29.4,2370.0,10,12,22,25,53,5192,10,33,57,10,36,53,8,56,36,10,45,45,01000000000000
1,"","",,2015,160,B,134777,130909,21941,4,1,17437,3762,21.6,2382.8,3,8,11,19,70,3760,3,30,67,4,35,61,3,54,43,4,40,51,01000000000000
1,"","",,2015,160,B,134777,130909,21941,4,2,17437,3868,22.2,2412.3,4,11,15,33,52,3866,8,23,69,5,37,58,6,34,60,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,5,2,17365,3030,17.4,2429.5,5,7,12,22,66,3029,7,20,72,4,24,72,4,34,63,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,5,1,17365,2938,16.9,2417.7,2,12,14,21,65,2936,4,28,68,5,33,62,3,51,46,8,51,42,01000000000000
1,"","",,2015,160,B,134777,130909,21941,6,1,17089,2352,13.8,2429.1,1,8,9,24,67,2345,1,26,72,2,30,67,2,52,45,4,51,44,01000000000000
1,"","",,2015,160,B,134777,130909,21941,6,2,17089,2460,14.4,2424.8,2,5,8,21,71,2453,4,16,79,3,30,67,2,39,58,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,7,2,16462,2016,12.2,2438.5,3,6,9,21,70,2015,6,17,77,4,33,64,4,63,33,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,7,1,16462,1936,11.8,2443.3,1,7,7,21,71,1936,1,20,77,3,33,64,1,45,53,4,42,53,01000000000000
1,"","",,2015,160,B,134777,130909,21941,8,1,16509,1708,10.3,2460.3,1,8,9,24,67,1707,2,26,71,3,32,64,1,42,56,3,43,53,01000000000000
1,"","",,2015,160,B,134777,130909,21941,8,2,16509,1804,10.9,2452.8,5,5,11,16,73,1800,8,17,75,5,35,60,6,48,46,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,11,2,15793,1333,8.4,2474.0,4,7,11,13,76,1331,7,17,75,5,33,61,5,54,40,0,0,0,01000000000000
1,"","",,2015,160,B,134777,130909,21941,11,1,15793,1305,8.3,2477.3,2,11,13,28,59,1298,3,39,57,5,34,59,2,45,51,7,50,41,01000000000000
1,"","",,2015,160,B,134777,130909,21941,13,1,118342,19196,16.2,"",4,10,14,23,63,19174,5,29,66,5,34,60,4,51,44,6,46,47,01000000000000
1,"","",,2015,160,B,134777,130909,21941,13,2,118342,19808,16.7,"",6,10,16,24,60,19789,10,22,68,7,34,59,7,46,47,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,3,1,17687,9333,52.8,2430.4,29,23,52,22,26,9327,29,41,30,26,45,29,24,59,17,26,49,24,01000000000000
1,"","",,2015,180,B,134777,130909,69568,3,2,17687,9384,53.1,2440.1,26,28,54,22,24,9380,37,32,30,33,40,27,32,47,21,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,4,2,17437,9018,51.7,2480.8,23,27,50,27,22,9015,34,31,35,28,44,28,30,40,30,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,4,1,17437,9026,51.8,2475.0,31,22,53,18,28,9025,29,43,28,29,45,26,24,59,17,25,48,22,01000000000000
1,"","",,2015,180,B,134777,130909,69568,5,1,17365,8889,51.2,2518.1,29,30,59,17,24,8888,31,40,29,36,39,25,23,59,18,39,47,14,01000000000000
1,"","",,2015,180,B,134777,130909,69568,5,2,17365,8903,51.3,2516.1,29,19,48,24,28,8899,35,29,37,29,39,32,26,44,29,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,6,2,17089,8745,51.2,2532.1,25,21,46,27,28,8738,30,33,36,25,45,30,26,47,26,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,6,1,17089,8721,51.0,2536.7,22,32,55,23,22,8717,25,45,30,31,44,25,20,65,15,31,54,15,01000000000000
1,"","",,2015,180,B,134777,130909,69568,7,1,16462,8262,50.2,2561.0,21,36,57,20,23,8252,27,45,27,36,42,22,19,63,18,31,49,19,01000000000000
1,"","",,2015,180,B,134777,130909,69568,7,2,16462,8315,50.5,2551.2,26,21,47,26,27,8307,33,32,35,29,45,26,28,58,15,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,8,2,16509,8337,50.5,2565.5,28,18,46,22,33,8332,33,30,37,29,47,24,27,45,28,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,8,1,16509,8230,49.9,2579.2,21,37,57,23,20,8228,32,43,25,33,45,21,19,63,17,30,51,18,01000000000000
1,"","",,2015,180,B,134777,130909,69568,11,1,15793,7464,47.3,2617.8,35,30,64,18,17,7425,42,41,16,43,36,19,25,56,17,40,44,14,01000000000000
1,"","",,2015,180,B,134777,130909,69568,11,2,15793,7429,47.0,2591.4,20,21,41,22,37,7408,30,30,39,23,46,30,24,52,24,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,13,2,118342,60131,50.8,"",25,22,48,24,28,60079,33,31,35,28,44,28,28,47,25,0,0,0,01000000000000
1,"","",,2015,180,B,134777,130909,69568,13,1,118342,59925,50.6,"",27,30,57,20,23,59862,30,43,27,33,42,24,22,61,17,32,49,18,01000000000000
1,"","",,2015,200,B,134777,130909,10382,3,2,17687,1401,7.9,2357.8,2,12,14,24,62,1401,5,27,68,5,31,64,4,43,53,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,3,1,17687,1394,7.9,2346.4,3,10,13,23,64,1392,4,29,67,4,32,64,4,52,44,5,40,54,01000000000000
1,"","",,2015,200,B,134777,130909,10382,4,1,17437,1319,7.6,2385.5,4,10,15,18,68,1319,5,32,63,4,36,59,3,53,43,4,39,51,01000000000000
1,"","",,2015,200,B,134777,130909,10382,4,2,17437,1325,7.6,2399.1,2,10,11,31,58,1324,4,20,75,4,32,64,4,30,66,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,5,2,17365,1286,7.4,2421.5,3,6,9,22,69,1284,4,19,77,3,26,71,3,32,65,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,5,1,17365,1289,7.4,2425.0,3,15,18,19,63,1288,6,29,65,7,33,60,4,52,44,9,54,37,01000000000000
1,"","",,2015,200,B,134777,130909,10382,6,1,17089,1299,7.6,2451.3,3,13,16,30,54,1298,4,33,63,6,37,57,5,59,36,7,58,35,01000000000000
1,"","",,2015,200,B,134777,130909,10382,6,2,17089,1315,7.7,2434.5,2,7,9,27,64,1313,4,21,74,3,32,65,3,40,57,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,7,2,16462,1309,8.0,2448.0,2,8,10,26,63,1304,5,23,72,3,41,57,3,67,30,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,7,1,16462,1288,7.8,2469.7,1,16,18,25,57,1284,4,36,59,7,40,53,3,53,43,7,46,47,01000000000000
1,"","",,2015,200,B,134777,130909,10382,8,1,16509,1356,8.2,2493.3,2,17,19,32,49,1355,6,38,55,7,43,49,4,55,40,7,52,40,01000000000000
1,"","",,2015,200,B,134777,130909,10382,8,2,16509,1384,8.4,2456.8,4,7,10,19,71,1383,5,20,75,4,45,52,4,37,59,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,11,2,15793,967,6.1,2474.3,1,6,7,19,73,958,4,20,75,2,38,59,3,51,46,0,0,0,01000000000000
1,"","",,2015,200,B,134777,130909,10382,11,1,15793,935,5.9,2517.1,6,23,29,27,43,927,13,46,39,9,41,47,7,53,38,14,50,33,01000000000000
1,"","",,2015,200,B,134777,130909,10382,13,1,118342,8880,7.5,"",3,14,18,25,57,8863,6,34,60,6,37,56,4,54,41,7,48,43,01000000000000
1,"","",,2015,200,B,134777,130909,10382,13,2,118342,8987,7.6,"",2,8,10,24,65,8967,5,22,73,3,35,62,3,42,54,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,3,2,17687,55,0.3,2385.8,0,18,18,42,40,55,2,51,47,2,56,42,11,55,35,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,3,1,17687,54,0.3,2368.0,0,22,22,31,46,54,6,48,46,0,44,56,7,59,33,7,50,43,01000000000000
1,"","",,2015,201,B,134777,130909,252,4,1,17437,39,0.2,2401.2,5,18,23,13,64,39,5,33,62,5,46,49,0,62,38,8,46,46,01000000000000
1,"","",,2015,201,B,134777,130909,252,4,2,17437,40,0.2,2418.2,5,15,20,33,48,40,10,18,73,8,40,53,10,35,55,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,5,2,17365,29,0.2,2434.9,3,10,14,28,59,29,3,24,72,7,24,69,3,41,55,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,5,1,17365,29,0.2,2441.8,7,24,31,14,55,29,10,31,59,7,41,52,3,55,41,24,48,28,01000000000000
1,"","",,2015,201,B,134777,130909,252,6,1,17089,30,0.2,2468.6,0,20,20,33,47,30,0,43,57,3,53,43,0,70,30,10,73,17,01000000000000
1,"","",,2015,201,B,134777,130909,252,6,2,17089,31,0.2,2458.9,0,16,16,32,48,30,10,20,70,7,47,47,3,37,60,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,7,2,16462,24,0.1,2495.1,0,4,4,63,33,24,4,46,50,0,63,38,0,63,38,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,7,1,16462,23,0.1,2507.4,4,26,30,35,35,23,9,48,43,17,35,48,0,70,30,9,61,30,01000000000000
1,"","",,2015,201,B,134777,130909,252,8,1,16509,25,0.2,2495.2,8,12,20,28,52,25,8,32,56,0,44,52,4,72,24,4,64,28,01000000000000
1,"","",,2015,201,B,134777,130909,252,8,2,16509,27,0.2,2475.8,7,4,11,26,63,27,7,26,67,7,48,44,11,30,59,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,11,2,15793,25,0.2,2496.5,4,8,12,12,72,24,13,13,75,8,42,46,4,58,38,0,0,0,01000000000000
1,"","",,2015,201,B,134777,130909,252,11,1,15793,23,0.1,2540.8,13,22,35,30,30,22,27,36,36,14,50,32,18,41,36,18,50,27,01000000000000
1,"","",,2015,201,B,134777,130909,252,13,1,118342,223,0.2,"",4,21,25,26,48,222,8,40,52,5,45,49,5,61,34,11,55,33,01000000000000
1,"","",,2015,201,B,134777,130909,252,13,2,118342,231,0.2,"",3,12,15,34,50,229,7,30,63,5,46,48,7,45,48,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,3,2,17687,969,5.5,2437.9,19,33,52,26,22,969,35,37,27,29,46,25,26,57,17,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,3,1,17687,965,5.5,2411.4,19,24,43,25,32,964,19,45,37,20,46,33,15,64,21,17,54,29,01000000000000
1,"","",,2015,202,B,134777,130909,8364,4,1,17437,993,5.7,2457.5,19,26,46,24,31,993,17,50,33,22,51,27,15,66,19,19,51,23,01000000000000
1,"","",,2015,202,B,134777,130909,8364,4,2,17437,1027,5.9,2478.8,19,28,47,37,16,1027,31,36,33,22,53,24,27,46,27,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,5,2,17365,1074,6.2,2517.9,25,23,48,29,22,1073,33,36,31,23,46,32,22,53,25,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,5,1,17365,1047,6.0,2506.9,19,37,56,20,23,1047,24,46,30,30,47,23,16,65,19,33,54,14,01000000000000
1,"","",,2015,202,B,134777,130909,8364,6,1,17089,1021,6.0,2532.7,17,36,53,27,20,1021,20,48,31,27,50,23,16,69,15,31,56,13,01000000000000
1,"","",,2015,202,B,134777,130909,8364,6,2,17089,1032,6.0,2544.5,26,21,48,29,23,1031,33,36,31,26,47,27,26,53,21,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,7,2,16462,1070,6.5,2573.3,30,25,55,27,18,1070,42,32,26,31,48,21,33,57,10,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,7,1,16462,1049,6.4,2564.6,19,40,59,22,19,1049,25,47,27,39,43,17,15,68,15,32,52,15,01000000000000
1,"","",,2015,202,B,134777,130909,8364,8,1,16509,1016,6.2,2582.1,19,40,59,23,18,1015,31,47,22,30,49,20,16,68,15,32,52,16,01000000000000
1,"","",,2015,202,B,134777,130909,8364,8,2,16509,1036,6.3,2596.4,37,20,56,21,23,1036,42,31,26,35,46,19,35,47,18,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,11,2,15793,1026,6.5,2623.9,26,26,52,22,27,1025,41,32,26,27,50,22,30,54,15,0,0,0,01000000000000
1,"","",,2015,202,B,134777,130909,8364,11,1,15793,1017,6.4,2612.6,29,36,64,20,16,1015,34,47,18,39,42,16,21,60,16,43,43,12,01000000000000
1,"","",,2015,202,B,134777,130909,8364,13,1,118342,7108,6.0,"",20,34,54,23,23,7104,24,47,28,30,47,23,16,66,17,30,52,17,01000000000000
1,"","",,2015,202,B,134777,130909,8364,13,2,118342,7234,6.1,"",26,25,51,27,22,7231,37,34,29,28,48,24,28,52,19,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,3,1,17687,329,1.9,2401.9,12,22,35,34,31,328,14,49,36,15,51,35,8,74,18,14,56,30,01000000000000
1,"","",,2015,203,B,134777,130909,2543,3,2,17687,332,1.9,2412.7,9,31,40,32,28,332,21,41,37,17,49,34,16,61,23,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,4,2,17437,327,1.9,2450.9,9,24,34,37,29,327,17,36,47,13,50,37,16,45,39,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,4,1,17437,322,1.8,2443.7,15,25,40,21,38,322,13,47,40,20,48,32,11,67,22,16,48,30,01000000000000
1,"","",,2015,203,B,134777,130909,2543,5,1,17365,343,2.0,2491.3,14,29,43,29,27,343,15,49,36,24,47,28,12,62,26,27,53,20,01000000000000
1,"","",,2015,203,B,134777,130909,2543,5,2,17365,344,2.0,2479.9,12,17,29,32,39,344,16,29,54,14,41,45,11,48,41,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,6,2,17089,327,1.9,2511.4,11,24,35,36,29,327,17,37,46,13,55,32,13,58,29,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,6,1,17089,324,1.9,2517.3,10,35,45,33,22,324,11,53,36,22,52,26,12,75,14,24,59,17,01000000000000
1,"","",,2015,203,B,134777,130909,2543,7,1,16462,286,1.7,2545.3,11,36,47,33,20,285,16,51,32,26,55,18,13,67,20,21,64,14,01000000000000
1,"","",,2015,203,B,134777,130909,2543,7,2,16462,288,1.7,2527.7,11,22,33,39,28,288,20,39,41,14,57,29,14,75,12,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,8,2,16509,307,1.9,2531.8,10,17,26,36,37,306,16,36,47,12,59,28,12,56,31,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,8,1,16509,302,1.8,2546.1,5,35,40,35,25,302,17,48,34,17,55,27,8,70,23,18,57,24,01000000000000
1,"","",,2015,203,B,134777,130909,2543,11,1,15793,277,1.8,2589.5,17,40,56,25,17,274,24,55,19,31,48,18,14,69,14,36,46,14,01000000000000
1,"","",,2015,203,B,134777,130909,2543,11,2,15793,269,1.7,2557.8,6,21,27,29,44,269,17,35,48,11,49,39,12,65,23,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,13,2,118342,2194,1.9,"",10,22,32,34,33,2193,18,36,46,13,51,35,13,58,29,0,0,0,01000000000000
1,"","",,2015,203,B,134777,130909,2543,13,1,118342,2183,1.8,"",12,31,44,30,26,2178,16,50,34,22,51,27,11,69,20,22,55,22,01000000000000
1,"","",,2015,204,B,134777,130909,31683,3,2,17687,4452,25.2,2380.1,3,17,20,31,49,4450,9,32,59,8,42,50,6,59,34,0,0,0,01000000000000
1,"","",,2015,204,B,134777,130909,31683,3,1,17687,4421,25.0,2360.7,5,13,17,27,55,4419,6,34,59,5,39,55,5,57,37,6,48,45,01000000000000
1,"","",,2015,204,B,134777,130909,31683,4,1,17437,4339,24.9,2402.4,5,14,19,22,58,4337,6,38,56,6,42,51,5,59,36,7,46,43,01000000000000
1,"","",,2015,204,B,134777,130909,31683,4,2,17437,4379,25.1,2418.6,3,13,16,37,47,4378,7,27,66,6,42,52,6,38,56,0,0,0,01000000000000
1,"","",,2015,204,B,134777,130909,31683,5,2,17365,3976,22.9,2444.7,4,10,14,30,56,3974,7,26,66,5,33,62,4,40,55,0,0,0,01000000000000
1,"","",,2015,204,B,134777,130909,31683,5,1,17365,3964,22.8,2445.7,5,21,25,25,50,3962,8,37,54,9,41,49,5,59,35,13,57,30,01000000000000
